0001ADB0	Fists
0135036D	Hollow Llewellyn Shield+1
0135036E	Hollow Llewellyn Shield+2
0135036F	Hollow Llewellyn Shield+3
01350370	Hollow Llewellyn Shield+4
01350371	Hollow Llewellyn Shield+5
01350372	Hollow Llewellyn Shield+6
01350373	Hollow Llewellyn Shield+7
01350374	Hollow Llewellyn Shield+8
01350375	Hollow Llewellyn Shield+9
01350376	Hollow Llewellyn Shield+10
01354BB0	Golden Falcon Shield
01354BB1	Golden Falcon Shield+1
01354BB2	Golden Falcon Shield+2
01354BB3	Golden Falcon Shield+3
01354BB4	Golden Falcon Shield+4
01354BB5	Golden Falcon Shield+5
01354BB6	Golden Falcon Shield+6
01354BB7	Golden Falcon Shield+7
01354BB8	Golden Falcon Shield+8
01354BB9	Golden Falcon Shield+9
01354BBA	Golden Falcon Shield+10
01354C14	Heavy Falcon Shield
01354C15	Heavy Falcon Shield+1
01354C16	Heavy Falcon Shield+2
01354C17	Heavy Falcon Shield+3
01354C18	Heavy Falcon Shield+4
01354C19	Heavy Falcon Shield+5
01354C1A	Heavy Falcon Shield+6
01354C1B	Heavy Falcon Shield+7
01354C1C	Heavy Falcon Shield+8
01354C1D	Heavy Falcon Shield+9
01354C1E	Heavy Falcon Shield+10
01354C78	Sharp Falcon Shield
01354C79	Sharp Falcon Shield+1
01354C7A	Sharp Falcon Shield+2
01354C7B	Sharp Falcon Shield+3
01354C7C	Sharp Falcon Shield+4
01354C7D	Sharp Falcon Shield+5
01354C7E	Sharp Falcon Shield+6
01354C7F	Sharp Falcon Shield+7
01354C80	Sharp Falcon Shield+8
01354C81	Sharp Falcon Shield+9
01354C82	Sharp Falcon Shield+10
01354CDC	Refined Falcon Shield
01354CDD	Refined Falcon Shield+1
01354CDE	Refined Falcon Shield+2
01354CDF	Refined Falcon Shield+3
01354CE0	Refined Falcon Shield+4
01354CE1	Refined Falcon Shield+5
01354CE2	Refined Falcon Shield+6
01354CE3	Refined Falcon Shield+7
01354CE4	Refined Falcon Shield+8
01354CE5	Refined Falcon Shield+9
01354CE6	Refined Falcon Shield+10
01354D40	Simple Falcon Shield
01354D41	Simple Falcon Shield+1
01354D42	Simple Falcon Shield+2
01354D43	Simple Falcon Shield+3
01354D44	Simple Falcon Shield+4
01354D45	Simple Falcon Shield+5
01354D46	Simple Falcon Shield+6
01354D47	Simple Falcon Shield+7
01354D48	Simple Falcon Shield+8
01354D49	Simple Falcon Shield+9
01354D4A	Simple Falcon Shield+10
01354DA4	Crystal Falcon Shield
01354DA5	Crystal Falcon Shield+1
01354DA6	Crystal Falcon Shield+2
01354DA7	Crystal Falcon Shield+3
01354DA8	Crystal Falcon Shield+4
01354DA9	Crystal Falcon Shield+5
01354DAA	Crystal Falcon Shield+6
01354DAB	Crystal Falcon Shield+7
01354DAC	Crystal Falcon Shield+8
01354DAD	Crystal Falcon Shield+9
01354DAE	Crystal Falcon Shield+10
01354E08	Fire Falcon Shield
01354E09	Fire Falcon Shield+1
01354E0A	Fire Falcon Shield+2
01354E0B	Fire Falcon Shield+3
01354E0C	Fire Falcon Shield+4
01354E0D	Fire Falcon Shield+5
01354E0E	Fire Falcon Shield+6
01354E0F	Fire Falcon Shield+7
01354E10	Fire Falcon Shield+8
01354E11	Fire Falcon Shield+9
01354E12	Fire Falcon Shield+10
01354E6C	Chaos Falcon Shield
01354E6D	Chaos Falcon Shield+1
01354E6E	Chaos Falcon Shield+2
01354E6F	Chaos Falcon Shield+3
01354E70	Chaos Falcon Shield+4
01354E71	Chaos Falcon Shield+5
01354E72	Chaos Falcon Shield+6
01354E73	Chaos Falcon Shield+7
01354E74	Chaos Falcon Shield+8
01354E75	Chaos Falcon Shield+9
01354E76	Chaos Falcon Shield+10
01354ED0	Lightning Falcon Shield
01354ED1	Lightning Falcon Shield+1
01354ED2	Lightning Falcon Shield+2
01354ED3	Lightning Falcon Shield+3
01354ED4	Lightning Falcon Shield+4
01354ED5	Lightning Falcon Shield+5
01354ED6	Lightning Falcon Shield+6
01354ED7	Lightning Falcon Shield+7
01354ED8	Lightning Falcon Shield+8
01354ED9	Lightning Falcon Shield+9
01354EDA	Lightning Falcon Shield+10
01354F34	Deep Falcon Shield
01354F35	Deep Falcon Shield+1
01354F36	Deep Falcon Shield+2
01354F37	Deep Falcon Shield+3
01354F38	Deep Falcon Shield+4
01354F39	Deep Falcon Shield+5
01354F3A	Deep Falcon Shield+6
01354F3B	Deep Falcon Shield+7
01354F3C	Deep Falcon Shield+8
01354F3D	Deep Falcon Shield+9
01354F3E	Deep Falcon Shield+10
01354F98	Dark Falcon Shield
01354F99	Dark Falcon Shield+1
01354F9A	Dark Falcon Shield+2
01354F9B	Dark Falcon Shield+3
01354F9C	Dark Falcon Shield+4
01354F9D	Dark Falcon Shield+5
01354F9E	Dark Falcon Shield+6
01354F9F	Dark Falcon Shield+7
01354FA0	Dark Falcon Shield+8
01354FA1	Dark Falcon Shield+9
01354FA2	Dark Falcon Shield+10
01354FFC	Poison Falcon Shield
01354FFD	Poison Falcon Shield+1
01354FFE	Poison Falcon Shield+2
01354FFF	Poison Falcon Shield+3
01355000	Poison Falcon Shield+4
01355001	Poison Falcon Shield+5
01355002	Poison Falcon Shield+6
01355003	Poison Falcon Shield+7
01355004	Poison Falcon Shield+8
01355005	Poison Falcon Shield+9
01355006	Poison Falcon Shield+10
01355060	Blood Falcon Shield
01355061	Blood Falcon Shield+1
01355062	Blood Falcon Shield+2
01355063	Blood Falcon Shield+3
01355064	Blood Falcon Shield+4
01355065	Blood Falcon Shield+5
01355066	Blood Falcon Shield+6
01355067	Blood Falcon Shield+7
01355068	Blood Falcon Shield+8
01355069	Blood Falcon Shield+9
0135506A	Blood Falcon Shield+10
013550C4	Raw Falcon Shield
013550C5	Raw Falcon Shield+1
013550C6	Raw Falcon Shield+2
013550C7	Raw Falcon Shield+3
013550C8	Raw Falcon Shield+4
013550C9	Raw Falcon Shield+5
013550CA	Raw Falcon Shield+6
013550CB	Raw Falcon Shield+7
013550CC	Raw Falcon Shield+8
013550CD	Raw Falcon Shield+9
013550CE	Raw Falcon Shield+10
01355128	Blessed Falcon Shield
01355129	Blessed Falcon Shield+1
0135512A	Blessed Falcon Shield+2
0135512B	Blessed Falcon Shield+3
0135512C	Blessed Falcon Shield+4
0135512D	Blessed Falcon Shield+5
0135512E	Blessed Falcon Shield+6
0135512F	Blessed Falcon Shield+7
01355130	Blessed Falcon Shield+8
01355131	Blessed Falcon Shield+9
01355132	Blessed Falcon Shield+10
0135518C	Hollow Falcon Shield
0135518D	Hollow Falcon Shield+1
0135518E	Hollow Falcon Shield+2
0135518F	Hollow Falcon Shield+3
01355190	Hollow Falcon Shield+4
01355191	Hollow Falcon Shield+5
01355192	Hollow Falcon Shield+6
01355193	Hollow Falcon Shield+7
01355194	Hollow Falcon Shield+8
01355195	Hollow Falcon Shield+9
01355196	Hollow Falcon Shield+10
013572C0	Sacred Bloom Shield
013572C1	Sacred Bloom Shield+1
013572C2	Sacred Bloom Shield+2
013572C3	Sacred Bloom Shield+3
013572C4	Sacred Bloom Shield+4
013572C5	Sacred Bloom Shield+5
013572C6	Sacred Bloom Shield+6
013572C7	Sacred Bloom Shield+7
013572C8	Sacred Bloom Shield+8
013572C9	Sacred Bloom Shield+9
013572CA	Sacred Bloom Shield+10
01409650	Lothric Knight Shield
01409651	Lothric Knight Shield+1
01409652	Lothric Knight Shield+2
01409653	Lothric Knight Shield+3
01409654	Lothric Knight Shield+4
01409655	Lothric Knight Shield+5
01409656	Lothric Knight Shield+6
01409657	Lothric Knight Shield+7
01409658	Lothric Knight Shield+8
01409659	Lothric Knight Shield+9
0140965A	Lothric Knight Shield+10
014096B4	Heavy Lothric Shield
014096B5	Heavy Lothric Shield+1
014096B6	Heavy Lothric Shield+2
014096B7	Heavy Lothric Shield+3
014096B8	Heavy Lothric Shield+4
014096B9	Heavy Lothric Shield+5
014096BA	Heavy Lothric Shield+6
014096BB	Heavy Lothric Shield+7
014096BC	Heavy Lothric Shield+8
014096BD	Heavy Lothric Shield+9
014096BE	Heavy Lothric Shield+10
01409718	Sharp Lothric Shield
01409719	Sharp Lothric Shield+1
0140971A	Sharp Lothric Shield+2
0140971B	Sharp Lothric Shield+3
0140971C	Sharp Lothric Shield+4
0140971D	Sharp Lothric Shield+5
0140971E	Sharp Lothric Shield+6
0140971F	Sharp Lothric Shield+7
01409720	Sharp Lothric Shield+8
01409721	Sharp Lothric Shield+9
01409722	Sharp Lothric Shield+10
0140977C	Refined Lothric Shield
0140977D	Refined Lothric Shield+1
0140977E	Refined Lothric Shield+2
0140977F	Refined Lothric Shield+3
01409780	Refined Lothric Shield+4
01409781	Refined Lothric Shield+5
01409782	Refined Lothric Shield+6
01409783	Refined Lothric Shield+7
01409784	Refined Lothric Shield+8
01409785	Refined Lothric Shield+9
01409786	Refined Lothric Shield+10
014097E0	Simple Lothric Shield
014097E1	Simple Lothric Shield+1
014097E2	Simple Lothric Shield+2
014097E3	Simple Lothric Shield+3
014097E4	Simple Lothric Shield+4
014097E5	Simple Lothric Shield+5
014097E6	Simple Lothric Shield+6
014097E7	Simple Lothric Shield+7
014097E8	Simple Lothric Shield+8
014097E9	Simple Lothric Shield+9
014097EA	Simple Lothric Shield+10
01409844	Crystal Lothric Shield
01409845	Crystal Lothric Shield+1
01409846	Crystal Lothric Shield+2
01409847	Crystal Lothric Shield+3
01409848	Crystal Lothric Shield+4
01409849	Crystal Lothric Shield+5
0140984A	Crystal Lothric Shield+6
0140984B	Crystal Lothric Shield+7
0140984C	Crystal Lothric Shield+8
0140984D	Crystal Lothric Shield+9
0140984E	Crystal Lothric Shield+10
014098A8	Fire Lothric Shield
014098A9	Fire Lothric Shield+1
014098AA	Fire Lothric Shield+2
014098AB	Fire Lothric Shield+3
014098AC	Fire Lothric Shield+4
014098AD	Fire Lothric Shield+5
014098AE	Fire Lothric Shield+6
014098AF	Fire Lothric Shield+7
014098B0	Fire Lothric Shield+8
014098B1	Fire Lothric Shield+9
014098B2	Fire Lothric Shield+10
0140990C	Chaos Lothric Shield
0140990D	Chaos Lothric Shield+1
0140990E	Chaos Lothric Shield+2
0140990F	Chaos Lothric Shield+3
01409910	Chaos Lothric Shield+4
01409911	Chaos Lothric Shield+5
01409912	Chaos Lothric Shield+6
01409913	Chaos Lothric Shield+7
01409914	Chaos Lothric Shield+8
01409915	Chaos Lothric Shield+9
01409916	Chaos Lothric Shield+10
01409970	Lightning Lothric Shield
01409971	Lightning Lothric Shield+1
01409972	Lightning Lothric Shield+2
01409973	Lightning Lothric Shield+3
01409974	Lightning Lothric Shield+4
01409975	Lightning Lothric Shield+5
01409976	Lightning Lothric Shield+6
01409977	Lightning Lothric Shield+7
01409978	Lightning Lothric Shield+8
01409979	Lightning Lothric Shield+9
0140997A	Lightning Lothric Shield+10
014099D4	Deep Lothric Shield
014099D5	Deep Lothric Shield+1
014099D6	Deep Lothric Shield+2
014099D7	Deep Lothric Shield+3
014099D8	Deep Lothric Shield+4
014099D9	Deep Lothric Shield+5
014099DA	Deep Lothric Shield+6
014099DB	Deep Lothric Shield+7
014099DC	Deep Lothric Shield+8
014099DD	Deep Lothric Shield+9
014099DE	Deep Lothric Shield+10
01409A38	Dark Lothric Shield
01409A39	Dark Lothric Shield+1
01409A3A	Dark Lothric Shield+2
01409A3B	Dark Lothric Shield+3
01409A3C	Dark Lothric Shield+4
01409A3D	Dark Lothric Shield+5
01409A3E	Dark Lothric Shield+6
01409A3F	Dark Lothric Shield+7
01409A40	Dark Lothric Shield+8
01409A41	Dark Lothric Shield+9
01409A42	Dark Lothric Shield+10
01409A9C	Poison Lothric Shield
01409A9D	Poison Lothric Shield+1
01409A9E	Poison Lothric Shield+2
01409A9F	Poison Lothric Shield+3
01409AA0	Poison Lothric Shield+4
01409AA1	Poison Lothric Shield+5
01409AA2	Poison Lothric Shield+6
01409AA3	Poison Lothric Shield+7
01409AA4	Poison Lothric Shield+8
01409AA5	Poison Lothric Shield+9
01409AA6	Poison Lothric Shield+10
01409B00	Blood Lothric Shield
01409B01	Blood Lothric Shield+1
01409B02	Blood Lothric Shield+2
01409B03	Blood Lothric Shield+3
01409B04	Blood Lothric Shield+4
01409B05	Blood Lothric Shield+5
01409B06	Blood Lothric Shield+6
01409B07	Blood Lothric Shield+7
01409B08	Blood Lothric Shield+8
01409B09	Blood Lothric Shield+9
01409B0A	Blood Lothric Shield+10
01409B64	Raw Lothric Shield
01409B65	Raw Lothric Shield+1
01409B66	Raw Lothric Shield+2
01409B67	Raw Lothric Shield+3
01409B68	Raw Lothric Shield+4
01409B69	Raw Lothric Shield+5
01409B6A	Raw Lothric Shield+6
01409B6B	Raw Lothric Shield+7
01409B6C	Raw Lothric Shield+8
01409B6D	Raw Lothric Shield+9
01409B6E	Raw Lothric Shield+10
01409BC8	Blessed Lothric Shield
01409BC9	Blessed Lothric Shield+1
01409BCA	Blessed Lothric Shield+2
01409BCB	Blessed Lothric Shield+3
01409BCC	Blessed Lothric Shield+4
01409BCD	Blessed Lothric Shield+5
01409BCE	Blessed Lothric Shield+6
01409BCF	Blessed Lothric Shield+7
01409BD0	Blessed Lothric Shield+8
01409BD1	Blessed Lothric Shield+9
01409BD2	Blessed Lothric Shield+10
01409C2C	Hollow Lothric Shield
01409C2D	Hollow Lothric Shield+1
01409C2E	Hollow Lothric Shield+2
01409C2F	Hollow Lothric Shield+3
01409C30	Hollow Lothric Shield+4
01409C31	Hollow Lothric Shield+5
01409C32	Hollow Lothric Shield+6
01409C33	Hollow Lothric Shield+7
01409C34	Hollow Lothric Shield+8
01409C35	Hollow Lothric Shield+9
01409C36	Hollow Lothric Shield+10
01410B80	Knight Shield
01410B81	Knight Shield+1
01410B82	Knight Shield+2
01410B83	Knight Shield+3
01410B84	Knight Shield+4
01410B85	Knight Shield+5
01410B86	Knight Shield+6
01410B87	Knight Shield+7
01410B88	Knight Shield+8
01410B89	Knight Shield+9
01410B8A	Knight Shield+10
01410BE4	Heavy Knight Shield
01410BE5	Heavy Knight Shield+1
01410BE6	Heavy Knight Shield+2
01410BE7	Heavy Knight Shield+3
01410BE8	Heavy Knight Shield+4
01410BE9	Heavy Knight Shield+5
01410BEA	Heavy Knight Shield+6
01410BEB	Heavy Knight Shield+7
01410BEC	Heavy Knight Shield+8
01410BED	Heavy Knight Shield+9
01410BEE	Heavy Knight Shield+10
01410C48	Sharp Knight Shield
01410C49	Sharp Knight Shield+1
01410C4A	Sharp Knight Shield+2
01410C4B	Sharp Knight Shield+3
01410C4C	Sharp Knight Shield+4
01410C4D	Sharp Knight Shield+5
01410C4E	Sharp Knight Shield+6
01410C4F	Sharp Knight Shield+7
01410C50	Sharp Knight Shield+8
01410C51	Sharp Knight Shield+9
01410C52	Sharp Knight Shield+10
01410CAC	Refined Knight Shield
01410CAD	Refined Knight Shield+1
01410CAE	Refined Knight Shield+2
01410CAF	Refined Knight Shield+3
01410CB0	Refined Knight Shield+4
01410CB1	Refined Knight Shield+5
01410CB2	Refined Knight Shield+6
01410CB3	Refined Knight Shield+7
01410CB4	Refined Knight Shield+8
01410CB5	Refined Knight Shield+9
01410CB6	Refined Knight Shield+10
01410D10	Simple Knight Shield
01410D11	Simple Knight Shield+1
01410D12	Simple Knight Shield+2
01410D13	Simple Knight Shield+3
01410D14	Simple Knight Shield+4
01410D15	Simple Knight Shield+5
01410D16	Simple Knight Shield+6
01410D17	Simple Knight Shield+7
01410D18	Simple Knight Shield+8
01410D19	Simple Knight Shield+9
01410D1A	Simple Knight Shield+10
01410D74	Crystal Knight Shield
01410D75	Crystal Knight Shield+1
01410D76	Crystal Knight Shield+2
01410D77	Crystal Knight Shield+3
01410D78	Crystal Knight Shield+4
01410D79	Crystal Knight Shield+5
01410D7A	Crystal Knight Shield+6
01410D7B	Crystal Knight Shield+7
01410D7C	Crystal Knight Shield+8
01410D7D	Crystal Knight Shield+9
01410D7E	Crystal Knight Shield+10
01410DD8	Fire Knight Shield
01410DD9	Fire Knight Shield+1
01410DDA	Fire Knight Shield+2
01410DDB	Fire Knight Shield+3
01410DDC	Fire Knight Shield+4
01410DDD	Fire Knight Shield+5
01410DDE	Fire Knight Shield+6
01410DDF	Fire Knight Shield+7
01410DE0	Fire Knight Shield+8
01410DE1	Fire Knight Shield+9
01410DE2	Fire Knight Shield+10
01410E3C	Chaos Knight Shield
01410E3D	Chaos Knight Shield+1
01410E3E	Chaos Knight Shield+2
01410E3F	Chaos Knight Shield+3
01410E40	Chaos Knight Shield+4
01410E41	Chaos Knight Shield+5
01410E42	Chaos Knight Shield+6
01410E43	Chaos Knight Shield+7
01410E44	Chaos Knight Shield+8
01410E45	Chaos Knight Shield+9
01410E46	Chaos Knight Shield+10
01410EA0	Lightning Knight Shield
01410EA1	Lightning Knight Shield+1
01410EA2	Lightning Knight Shield+2
01410EA3	Lightning Knight Shield+3
01410EA4	Lightning Knight Shield+4
01410EA5	Lightning Knight Shield+5
01410EA6	Lightning Knight Shield+6
01410EA7	Lightning Knight Shield+7
01410EA8	Lightning Knight Shield+8
01410EA9	Lightning Knight Shield+9
01410EAA	Lightning Knight Shield+10
01410F04	Deep Knight Shield
01410F05	Deep Knight Shield+1
01410F06	Deep Knight Shield+2
01410F07	Deep Knight Shield+3
01410F08	Deep Knight Shield+4
01410F09	Deep Knight Shield+5
01410F0A	Deep Knight Shield+6
01410F0B	Deep Knight Shield+7
01410F0C	Deep Knight Shield+8
01410F0D	Deep Knight Shield+9
01410F0E	Deep Knight Shield+10
01410F68	Dark Knight Shield
01410F69	Dark Knight Shield+1
01410F6A	Dark Knight Shield+2
01410F6B	Dark Knight Shield+3
01410F6C	Dark Knight Shield+4
01410F6D	Dark Knight Shield+5
01410F6E	Dark Knight Shield+6
01410F6F	Dark Knight Shield+7
01410F70	Dark Knight Shield+8
01410F71	Dark Knight Shield+9
01410F72	Dark Knight Shield+10
01410FCC	Poison Knight Shield
01410FCD	Poison Knight Shield+1
01410FCE	Poison Knight Shield+2
01410FCF	Poison Knight Shield+3
01410FD0	Poison Knight Shield+4
01410FD1	Poison Knight Shield+5
01410FD2	Poison Knight Shield+6
01410FD3	Poison Knight Shield+7
01410FD4	Poison Knight Shield+8
01410FD5	Poison Knight Shield+9
01410FD6	Poison Knight Shield+10
01411030	Blood Knight Shield
01411031	Blood Knight Shield+1
01411032	Blood Knight Shield+2
01411033	Blood Knight Shield+3
01411034	Blood Knight Shield+4
01411035	Blood Knight Shield+5
01411036	Blood Knight Shield+6
01411037	Blood Knight Shield+7
01411038	Blood Knight Shield+8
01411039	Blood Knight Shield+9
0141103A	Blood Knight Shield+10
01411094	Raw Knight Shield
01411095	Raw Knight Shield+1
01411096	Raw Knight Shield+2
01411097	Raw Knight Shield+3
01411098	Raw Knight Shield+4
01411099	Raw Knight Shield+5
0141109A	Raw Knight Shield+6
0141109B	Raw Knight Shield+7
0141109C	Raw Knight Shield+8
0141109D	Raw Knight Shield+9
0141109E	Raw Knight Shield+10
014110F8	Blessed Knight Shield
014110F9	Blessed Knight Shield+1
014110FA	Blessed Knight Shield+2
014110FB	Blessed Knight Shield+3
014110FC	Blessed Knight Shield+4
014110FD	Blessed Knight Shield+5
014110FE	Blessed Knight Shield+6
014110FF	Blessed Knight Shield+7
01411100	Blessed Knight Shield+8
01411101	Blessed Knight Shield+9
01411102	Blessed Knight Shield+10
0141115C	Hollow Knight Shield
0141115D	Hollow Knight Shield+1
0141115E	Hollow Knight Shield+2
0141115F	Hollow Knight Shield+3
01411160	Hollow Knight Shield+4
01411161	Hollow Knight Shield+5
01411162	Hollow Knight Shield+6
01411163	Hollow Knight Shield+7
01411164	Hollow Knight Shield+8
01411165	Hollow Knight Shield+9
01411166	Hollow Knight Shield+10
014159A0	Pontiff Knight Shield
014159A1	Pontiff Knight Shield+1
014159A2	Pontiff Knight Shield+2
014159A3	Pontiff Knight Shield+3
014159A4	Pontiff Knight Shield+4
014159A5	Pontiff Knight Shield+5
014159A6	Pontiff Knight Shield+6
014159A7	Pontiff Knight Shield+7
014159A8	Pontiff Knight Shield+8
014159A9	Pontiff Knight Shield+9
014159AA	Pontiff Knight Shield+10
014180B0	Carthus Shield
014180B1	Carthus Shield+1
014180B2	Carthus Shield+2
014180B3	Carthus Shield+3
014180B4	Carthus Shield+4
014180B5	Carthus Shield+5
014180B6	Carthus Shield+6
014180B7	Carthus Shield+7
014180B8	Carthus Shield+8
014180B9	Carthus Shield+9
014180BA	Carthus Shield+10
01418114	Heavy Carthus Shield
01418115	Heavy Carthus Shield+1
01418116	Heavy Carthus Shield+2
01418117	Heavy Carthus Shield+3
01418118	Heavy Carthus Shield+4
01418119	Heavy Carthus Shield+5
0141811A	Heavy Carthus Shield+6
0141811B	Heavy Carthus Shield+7
0141811C	Heavy Carthus Shield+8
0141811D	Heavy Carthus Shield+9
0141811E	Heavy Carthus Shield+10
01418178	Sharp Carthus Shield
01418179	Sharp Carthus Shield+1
0141817A	Sharp Carthus Shield+2
0141817B	Sharp Carthus Shield+3
0141817C	Sharp Carthus Shield+4
0141817D	Sharp Carthus Shield+5
0141817E	Sharp Carthus Shield+6
0141817F	Sharp Carthus Shield+7
01418180	Sharp Carthus Shield+8
01418181	Sharp Carthus Shield+9
01418182	Sharp Carthus Shield+10
014181DC	Refined Carthus Shield
014181DD	Refined Carthus Shield+1
014181DE	Refined Carthus Shield+2
014181DF	Refined Carthus Shield+3
014181E0	Refined Carthus Shield+4
014181E1	Refined Carthus Shield+5
014181E2	Refined Carthus Shield+6
014181E3	Refined Carthus Shield+7
014181E4	Refined Carthus Shield+8
014181E5	Refined Carthus Shield+9
014181E6	Refined Carthus Shield+10
01418240	Simple Carthus Shield
01418241	Simple Carthus Shield+1
01418242	Simple Carthus Shield+2
01418243	Simple Carthus Shield+3
01418244	Simple Carthus Shield+4
01418245	Simple Carthus Shield+5
01418246	Simple Carthus Shield+6
01418247	Simple Carthus Shield+7
01418248	Simple Carthus Shield+8
01418249	Simple Carthus Shield+9
0141824A	Simple Carthus Shield+10
014182A4	Crystal Carthus Shield
014182A5	Crystal Carthus Shield+1
014182A6	Crystal Carthus Shield+2
014182A7	Crystal Carthus Shield+3
014182A8	Crystal Carthus Shield+4
014182A9	Crystal Carthus Shield+5
014182AA	Crystal Carthus Shield+6
014182AB	Crystal Carthus Shield+7
014182AC	Crystal Carthus Shield+8
014182AD	Crystal Carthus Shield+9
014182AE	Crystal Carthus Shield+10
01418308	Fire Carthus Shield
01418309	Fire Carthus Shield+1
0141830A	Fire Carthus Shield+2
0141830B	Fire Carthus Shield+3
0141830C	Fire Carthus Shield+4
0141830D	Fire Carthus Shield+5
0141830E	Fire Carthus Shield+6
0141830F	Fire Carthus Shield+7
01418310	Fire Carthus Shield+8
01418311	Fire Carthus Shield+9
01418312	Fire Carthus Shield+10
0141836C	Chaos Carthus Shield
0141836D	Chaos Carthus Shield+1
0141836E	Chaos Carthus Shield+2
0141836F	Chaos Carthus Shield+3
01418370	Chaos Carthus Shield+4
01418371	Chaos Carthus Shield+5
01418372	Chaos Carthus Shield+6
01418373	Chaos Carthus Shield+7
01418374	Chaos Carthus Shield+8
01418375	Chaos Carthus Shield+9
01418376	Chaos Carthus Shield+10
014183D0	Lightning Carthus Shield
014183D1	Lightning Carthus Shield+1
014183D2	Lightning Carthus Shield+2
014183D3	Lightning Carthus Shield+3
014183D4	Lightning Carthus Shield+4
014183D5	Lightning Carthus Shield+5
014183D6	Lightning Carthus Shield+6
014183D7	Lightning Carthus Shield+7
014183D8	Lightning Carthus Shield+8
014183D9	Lightning Carthus Shield+9
014183DA	Lightning Carthus Shield+10
01418434	Deep Carthus Shield
01418435	Deep Carthus Shield+1
01418436	Deep Carthus Shield+2
01418437	Deep Carthus Shield+3
01418438	Deep Carthus Shield+4
01418439	Deep Carthus Shield+5
0141843A	Deep Carthus Shield+6
0141843B	Deep Carthus Shield+7
0141843C	Deep Carthus Shield+8
0141843D	Deep Carthus Shield+9
0141843E	Deep Carthus Shield+10
01418498	Dark Carthus Shield
01418499	Dark Carthus Shield+1
0141849A	Dark Carthus Shield+2
0141849B	Dark Carthus Shield+3
0141849C	Dark Carthus Shield+4
0141849D	Dark Carthus Shield+5
0141849E	Dark Carthus Shield+6
0141849F	Dark Carthus Shield+7
014184A0	Dark Carthus Shield+8
014184A1	Dark Carthus Shield+9
014184A2	Dark Carthus Shield+10
014184FC	Poison Carthus Shield
014184FD	Poison Carthus Shield+1
014184FE	Poison Carthus Shield+2
014184FF	Poison Carthus Shield+3
01418500	Poison Carthus Shield+4
01418501	Poison Carthus Shield+5
01418502	Poison Carthus Shield+6
01418503	Poison Carthus Shield+7
01418504	Poison Carthus Shield+8
01418505	Poison Carthus Shield+9
01418506	Poison Carthus Shield+10
01418560	Blood Carthus Shield
01418561	Blood Carthus Shield+1
01418562	Blood Carthus Shield+2
01418563	Blood Carthus Shield+3
01418564	Blood Carthus Shield+4
01418565	Blood Carthus Shield+5
01418566	Blood Carthus Shield+6
01418567	Blood Carthus Shield+7
01418568	Blood Carthus Shield+8
01418569	Blood Carthus Shield+9
0141856A	Blood Carthus Shield+10
014185C4	Raw Carthus Shield
014185C5	Raw Carthus Shield+1
014185C6	Raw Carthus Shield+2
014185C7	Raw Carthus Shield+3
014185C8	Raw Carthus Shield+4
014185C9	Raw Carthus Shield+5
014185CA	Raw Carthus Shield+6
014185CB	Raw Carthus Shield+7
014185CC	Raw Carthus Shield+8
014185CD	Raw Carthus Shield+9
014185CE	Raw Carthus Shield+10
01418628	Blessed Carthus Shield
01418629	Blessed Carthus Shield+1
0141862A	Blessed Carthus Shield+2
0141862B	Blessed Carthus Shield+3
0141862C	Blessed Carthus Shield+4
0141862D	Blessed Carthus Shield+5
0141862E	Blessed Carthus Shield+6
0141862F	Blessed Carthus Shield+7
01418630	Blessed Carthus Shield+8
01418631	Blessed Carthus Shield+9
01418632	Blessed Carthus Shield+10
0141868C	Hollow Carthus Shield
0141868D	Hollow Carthus Shield+1
0141868E	Hollow Carthus Shield+2
0141868F	Hollow Carthus Shield+3
01418690	Hollow Carthus Shield+4
01418691	Hollow Carthus Shield+5
01418692	Hollow Carthus Shield+6
01418693	Hollow Carthus Shield+7
01418694	Hollow Carthus Shield+8
01418695	Hollow Carthus Shield+9
01418696	Hollow Carthus Shield+10
0141F5E0	Black Knight Shield
0141F5E1	Black Knight Shield+1
0141F5E2	Black Knight Shield+2
0141F5E3	Black Knight Shield+3
0141F5E4	Black Knight Shield+4
0141F5E5	Black Knight Shield+5
0141F5E6	Black Knight Shield+6
0141F5E7	Black Knight Shield+7
0141F5E8	Black Knight Shield+8
0141F5E9	Black Knight Shield+9
0141F5EA	Black Knight Shield+10
01424400	Silver Knight Shield
01424401	Silver Knight Shield+1
01424402	Silver Knight Shield+2
01424403	Silver Knight Shield+3
01424404	Silver Knight Shield+4
01424405	Silver Knight Shield+5
01424406	Silver Knight Shield+6
01424407	Silver Knight Shield+7
01424408	Silver Knight Shield+8
01424409	Silver Knight Shield+9
0142440A	Silver Knight Shield+10
01426B10	Spiked Shield
01426B11	Spiked Shield+1
01426B12	Spiked Shield+2
01426B13	Spiked Shield+3
01426B14	Spiked Shield+4
01426B15	Spiked Shield+5
01426B16	Spiked Shield+6
01426B17	Spiked Shield+7
01426B18	Spiked Shield+8
01426B19	Spiked Shield+9
01426B1A	Spiked Shield+10
01426B74	Heavy Spiked Shield
01426B75	Heavy Spiked Shield+1
01426B76	Heavy Spiked Shield+2
01426B77	Heavy Spiked Shield+3
01426B78	Heavy Spiked Shield+4
01426B79	Heavy Spiked Shield+5
01426B7A	Heavy Spiked Shield+6
01426B7B	Heavy Spiked Shield+7
01426B7C	Heavy Spiked Shield+8
01426B7D	Heavy Spiked Shield+9
